modelName,modelPath,sourceLanguages,targetLanguages,sourceLanguage,targetLanguage,modelURL,description,prependTargetLanguage
opus-mt-chk-en,Helsinki-NLP/opus-mt-chk-en,chk,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-chk-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/chk-en/README.md",opus-mt-chk-en NMT model.,False
opus-mt-chk-es,Helsinki-NLP/opus-mt-chk-es,chk,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-chk-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/chk-es/README.md",opus-mt-chk-es NMT model.,False
opus-mt-chk-fr,Helsinki-NLP/opus-mt-chk-fr,chk,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-chk-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/chk-fr/README.md",opus-mt-chk-fr NMT model.,False
opus-mt-chk-sv,Helsinki-NLP/opus-mt-chk-sv,chk,sv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-chk-sv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/chk-sv/README.md",opus-mt-chk-sv NMT model.,False
opus-mt-cpf-en,Helsinki-NLP/opus-mt-cpf-en,gcf_Latn hat mfe,eng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cpf-en, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/cpf-eng/README.md","cpf-eng, source group: Creoles and pidgins, French‑based, target group: English NMT model.",False
opus-mt-cpp-cpp,Helsinki-NLP/opus-mt-cpp-cpp,ind pap,ind pap,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cpp-cpp, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/cpp-cpp/README.md","cpp-cpp, source group: Creoles and pidgins, Portuguese-based, target group: Creoles and pidgins, Portuguese-based NMT model.",True
opus-mt-cpp-en,Helsinki-NLP/opus-mt-cpp-en,ind max_Latn min pap tmw_Latn zlm_Latn zsm_Latn,eng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cpp-en, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/cpp-eng/README.md","cpp-eng, source group: Creoles and pidgins, Portuguese-based, target group: English NMT model.",False
opus-mt-crs-de,Helsinki-NLP/opus-mt-crs-de,crs,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-crs-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/crs-de/README.md",opus-mt-crs-de NMT model.,False
opus-mt-crs-en,Helsinki-NLP/opus-mt-crs-en,crs,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-crs-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/crs-en/README.md",opus-mt-crs-en NMT model.,False
opus-mt-crs-es,Helsinki-NLP/opus-mt-crs-es,crs,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-crs-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/crs-es/README.md",opus-mt-crs-es NMT model.,False
opus-mt-crs-fi,Helsinki-NLP/opus-mt-crs-fi,crs,fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-crs-fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/crs-fi/README.md",opus-mt-crs-fi NMT model.,False
opus-mt-crs-fr,Helsinki-NLP/opus-mt-crs-fr,crs,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-crs-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/crs-fr/README.md",opus-mt-crs-fr NMT model.,False
opus-mt-crs-sv,Helsinki-NLP/opus-mt-crs-sv,crs,sv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-crs-sv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/crs-sv/README.md",opus-mt-crs-sv NMT model.,False
opus-mt-cs-de,Helsinki-NLP/opus-mt-cs-de,cs,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/cs-de/README.md",opus-mt-cs-de NMT model.,False
opus-mt-cs-en,Helsinki-NLP/opus-mt-cs-en,cs,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/cs-en/README.md",opus-mt-cs-en NMT model.,False
opus-mt-cs-eo,Helsinki-NLP/opus-mt-cs-eo,ces,epo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-eo, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/ces-epo/README.md","ces-epo, source group: Czech, target group: Esperanto NMT model.",False
opus-mt-cs-fi,Helsinki-NLP/opus-mt-cs-fi,cs,fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/cs-fi/README.md",opus-mt-cs-fi NMT model.,False
opus-mt-cs-fr,Helsinki-NLP/opus-mt-cs-fr,cs,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/cs-fr/README.md",opus-mt-cs-fr NMT model.,False
opus-mt-cs-sv,Helsinki-NLP/opus-mt-cs-sv,cs,sv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-sv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/cs-sv/README.md",opus-mt-cs-sv NMT model.,False
opus-mt-cs-uk,Helsinki-NLP/opus-mt-cs-uk,ces,ukr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cs-uk, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/ces-ukr/README.md","ces-ukr, source group: Czech, target group: Ukrainian NMT model.",False
opus-mt-csg-es,Helsinki-NLP/opus-mt-csg-es,csg,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-csg-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/csg-es/README.md",opus-mt-csg-es NMT model.,False
opus-mt-csn-es,Helsinki-NLP/opus-mt-csn-es,csn,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-csn-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/csn-es/README.md",opus-mt-csn-es NMT model.,False
opus-mt-cus-en,Helsinki-NLP/opus-mt-cus-en,som,eng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cus-en, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/cus-eng/README.md","cus-eng, source group: Cushitic languages, target group: English NMT model.",False
opus-mt-cy-en,Helsinki-NLP/opus-mt-cy-en,cy,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-cy-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/cy-en/README.md",opus-mt-cy-en NMT model.,False
opus-mt-da-de,Helsinki-NLP/opus-mt-da-de,da,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/da-de/README.md",opus-mt-da-de NMT model.,False
opus-mt-da-en,Helsinki-NLP/opus-mt-da-en,da,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/da-en/README.md",opus-mt-da-en NMT model.,False
opus-mt-da-eo,Helsinki-NLP/opus-mt-da-eo,dan,epo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-eo, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/dan-epo/README.md","dan-epo, source group: Danish, target group: Esperanto NMT model.",False
opus-mt-da-es,Helsinki-NLP/opus-mt-da-es,da,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/da-es/README.md",opus-mt-da-es NMT model.,False
opus-mt-da-fi,Helsinki-NLP/opus-mt-da-fi,da,fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/da-fi/README.md",opus-mt-da-fi NMT model.,False
opus-mt-da-fr,Helsinki-NLP/opus-mt-da-fr,da,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/da-fr/README.md",opus-mt-da-fr NMT model.,False
opus-mt-da-no,Helsinki-NLP/opus-mt-da-no,dan,nno nob,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-no, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/dan-nor/README.md","dan-nor, source group: Danish, target group: Norwegian NMT model.",True
opus-mt-da-ru,Helsinki-NLP/opus-mt-da-ru,dan,rus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-da-ru, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/dan-rus/README.md","dan-rus, source group: Danish, target group: Russian NMT model.",False
opus-mt-de-ZH,Helsinki-NLP/opus-mt-de-ZH,de,cmn cn yue ze_zh zh_cn zh_CN zh_HK zh_tw zh_TW zh_yue zhs zht zh,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ZH, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-cmn+cn+yue+ze_zh+zh_cn+zh_CN+zh_HK+zh_tw+zh_TW+zh_yue+zhs+zht+zh/README.md",opus-mt-de-ZH NMT model.,True
opus-mt-de-af,Helsinki-NLP/opus-mt-de-af,deu,afr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-af, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-afr/README.md","deu-afr, source group: German, target group: Afrikaans NMT model.",False
opus-mt-de-ar,Helsinki-NLP/opus-mt-de-ar,deu,afb apc ara ara_Latn arq arz,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ar, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-ara/README.md","deu-ara, source group: German, target group: Arabic NMT model.",True
opus-mt-de-ase,Helsinki-NLP/opus-mt-de-ase,de,ase,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ase, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ase/README.md",opus-mt-de-ase NMT model.,False
opus-mt-de-bcl,Helsinki-NLP/opus-mt-de-bcl,de,bcl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-bcl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-bcl/README.md",opus-mt-de-bcl NMT model.,False
opus-mt-de-bg,Helsinki-NLP/opus-mt-de-bg,deu,bul,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-bg, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-bul/README.md","deu-bul, source group: German, target group: Bulgarian NMT model.",False
opus-mt-de-bi,Helsinki-NLP/opus-mt-de-bi,de,bi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-bi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-bi/README.md",opus-mt-de-bi NMT model.,False
opus-mt-de-bzs,Helsinki-NLP/opus-mt-de-bzs,de,bzs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-bzs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-bzs/README.md",opus-mt-de-bzs NMT model.,False
opus-mt-de-ca,Helsinki-NLP/opus-mt-de-ca,deu,cat,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ca, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-cat/README.md","deu-cat, source group: German, target group: Catalan NMT model.",False
opus-mt-de-crs,Helsinki-NLP/opus-mt-de-crs,de,crs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-crs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-crs/README.md",opus-mt-de-crs NMT model.,False
opus-mt-de-cs,Helsinki-NLP/opus-mt-de-cs,de,cs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-cs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-cs/README.md",opus-mt-de-cs NMT model.,False
opus-mt-de-da,Helsinki-NLP/opus-mt-de-da,de,da,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-da, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-da/README.md",opus-mt-de-da NMT model.,False
opus-mt-de-de,Helsinki-NLP/opus-mt-de-de,de,de,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-de/README.md",opus-mt-de-de NMT model.,False
opus-mt-de-ee,Helsinki-NLP/opus-mt-de-ee,de,ee,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ee, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ee/README.md",opus-mt-de-ee NMT model.,False
opus-mt-de-efi,Helsinki-NLP/opus-mt-de-efi,de,efi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-efi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-efi/README.md",opus-mt-de-efi NMT model.,False
opus-mt-de-el,Helsinki-NLP/opus-mt-de-el,de,el,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-el, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-el/README.md",opus-mt-de-el NMT model.,False
opus-mt-de-en,Helsinki-NLP/opus-mt-de-en,de,en,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-en, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-en/README.md",opus-mt-de-en NMT model.,False
opus-mt-de-eo,Helsinki-NLP/opus-mt-de-eo,de,eo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-eo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-eo/README.md",opus-mt-de-eo NMT model.,False
opus-mt-de-es,Helsinki-NLP/opus-mt-de-es,de,es,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-es, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-es/README.md",opus-mt-de-es NMT model.,False
opus-mt-de-et,Helsinki-NLP/opus-mt-de-et,de,et,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-et, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-et/README.md",opus-mt-de-et NMT model.,False
opus-mt-de-eu,Helsinki-NLP/opus-mt-de-eu,deu,eus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-eu, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-eus/README.md","deu-eus, source group: German, target group: Basque NMT model.",False
opus-mt-de-fi,Helsinki-NLP/opus-mt-de-fi,de,fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-fi/README.md",opus-mt-de-fi NMT model.,False
opus-mt-de-fj,Helsinki-NLP/opus-mt-de-fj,de,fj,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-fj, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-fj/README.md",opus-mt-de-fj NMT model.,False
opus-mt-de-fr,Helsinki-NLP/opus-mt-de-fr,de,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-fr/README.md",opus-mt-de-fr NMT model.,False
opus-mt-de-gaa,Helsinki-NLP/opus-mt-de-gaa,de,gaa,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-gaa, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-gaa/README.md",opus-mt-de-gaa NMT model.,False
opus-mt-de-gil,Helsinki-NLP/opus-mt-de-gil,de,gil,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-gil, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-gil/README.md",opus-mt-de-gil NMT model.,False
opus-mt-de-guw,Helsinki-NLP/opus-mt-de-guw,de,guw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-guw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-guw/README.md",opus-mt-de-guw NMT model.,False
opus-mt-de-ha,Helsinki-NLP/opus-mt-de-ha,de,ha,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ha, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ha/README.md",opus-mt-de-ha NMT model.,False
opus-mt-de-he,Helsinki-NLP/opus-mt-de-he,de,he,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-he, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-he/README.md",opus-mt-de-he NMT model.,False
opus-mt-de-hil,Helsinki-NLP/opus-mt-de-hil,de,hil,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-hil, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-hil/README.md",opus-mt-de-hil NMT model.,False
opus-mt-de-ho,Helsinki-NLP/opus-mt-de-ho,de,ho,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ho, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ho/README.md",opus-mt-de-ho NMT model.,False
opus-mt-de-hr,Helsinki-NLP/opus-mt-de-hr,de,hr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-hr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-hr/README.md",opus-mt-de-hr NMT model.,False
opus-mt-de-ht,Helsinki-NLP/opus-mt-de-ht,de,ht,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ht, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ht/README.md",opus-mt-de-ht NMT model.,False
opus-mt-de-hu,Helsinki-NLP/opus-mt-de-hu,de,hu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-hu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-hu/README.md",opus-mt-de-hu NMT model.,False
opus-mt-de-ig,Helsinki-NLP/opus-mt-de-ig,de,ig,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ig, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ig/README.md",opus-mt-de-ig NMT model.,False
opus-mt-de-ilo,Helsinki-NLP/opus-mt-de-ilo,de,ilo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ilo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ilo/README.md",opus-mt-de-ilo NMT model.,False
opus-mt-de-is,Helsinki-NLP/opus-mt-de-is,deu,isl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-is, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-isl/README.md","deu-isl, source group: German, target group: Icelandic NMT model.",False
opus-mt-de-iso,Helsinki-NLP/opus-mt-de-iso,de,iso,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-iso, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-iso/README.md",opus-mt-de-iso NMT model.,False
opus-mt-de-it,Helsinki-NLP/opus-mt-de-it,de,it,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-it, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-it/README.md",opus-mt-de-it NMT model.,False
opus-mt-de-kg,Helsinki-NLP/opus-mt-de-kg,de,kg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-kg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-kg/README.md",opus-mt-de-kg NMT model.,False
opus-mt-de-ln,Helsinki-NLP/opus-mt-de-ln,de,ln,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ln, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ln/README.md",opus-mt-de-ln NMT model.,False
opus-mt-de-loz,Helsinki-NLP/opus-mt-de-loz,de,loz,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-loz, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-loz/README.md",opus-mt-de-loz NMT model.,False
opus-mt-de-lt,Helsinki-NLP/opus-mt-de-lt,de,lt,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-lt, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-lt/README.md",opus-mt-de-lt NMT model.,False
opus-mt-de-lua,Helsinki-NLP/opus-mt-de-lua,de,lua,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-lua, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-lua/README.md",opus-mt-de-lua NMT model.,False
opus-mt-de-ms,Helsinki-NLP/opus-mt-de-ms,deu,ind zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ms, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-msa/README.md","deu-msa, source group: German, target group: Malay (macrolanguage) NMT model.",True
opus-mt-de-mt,Helsinki-NLP/opus-mt-de-mt,de,mt,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-mt, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-mt/README.md",opus-mt-de-mt NMT model.,False
opus-mt-de-niu,Helsinki-NLP/opus-mt-de-niu,de,niu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-niu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-niu/README.md",opus-mt-de-niu NMT model.,False
opus-mt-de-nl,Helsinki-NLP/opus-mt-de-nl,de,nl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-nl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-nl/README.md",opus-mt-de-nl NMT model.,False
opus-mt-de-no,Helsinki-NLP/opus-mt-de-no,deu,nno nob,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-no, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-nor/README.md","deu-nor, source group: German, target group: Norwegian NMT model.",True
opus-mt-de-nso,Helsinki-NLP/opus-mt-de-nso,de,nso,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-nso, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-nso/README.md",opus-mt-de-nso NMT model.,False
opus-mt-de-ny,Helsinki-NLP/opus-mt-de-ny,de,ny,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-ny, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-ny/README.md",opus-mt-de-ny NMT model.,False
opus-mt-de-pag,Helsinki-NLP/opus-mt-de-pag,de,pag,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-pag, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-pag/README.md",opus-mt-de-pag NMT model.,False
opus-mt-de-pap,Helsinki-NLP/opus-mt-de-pap,de,pap,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-pap, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-pap/README.md",opus-mt-de-pap NMT model.,False
opus-mt-de-pis,Helsinki-NLP/opus-mt-de-pis,de,pis,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-pis, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-pis/README.md",opus-mt-de-pis NMT model.,False
opus-mt-de-pl,Helsinki-NLP/opus-mt-de-pl,de,pl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-pl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-pl/README.md",opus-mt-de-pl NMT model.,False
opus-mt-de-pon,Helsinki-NLP/opus-mt-de-pon,de,pon,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-pon, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/de-pon/README.md",opus-mt-de-pon NMT model.,False
opus-mt-de-tl,Helsinki-NLP/opus-mt-de-tl,deu,tgl_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-tl, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-tgl/README.md","deu-tgl, source group: German, target group: Tagalog NMT model.",False
opus-mt-de-uk,Helsinki-NLP/opus-mt-de-uk,deu,ukr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-uk, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-ukr/README.md","deu-ukr, source group: German, target group: Ukrainian NMT model.",False
opus-mt-de-vi,Helsinki-NLP/opus-mt-de-vi,deu,vie,,,"https://huggingface.co/Helsinki-NLP/opus-mt-de-vi, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/deu-vie/README.md","deu-vie, source group: German, target group: Vietnamese NMT model.",False
opus-mt-dra-en,Helsinki-NLP/opus-mt-dra-en,kan mal tam tel,eng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-dra-en, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/dra-eng/README.md","dra-eng, source group: Dravidian languages, target group: English NMT model.",False
