modelName,modelPath,sourceLanguages,targetLanguages,sourceLanguage,targetLanguage,modelURL,description,prependTargetLanguage
opus-mt-en-bcl,Helsinki-NLP/opus-mt-en-bcl,en,bcl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-bcl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-bcl/README.md",opus-mt-en-bcl NMT model.,False
opus-mt-en-bem,Helsinki-NLP/opus-mt-en-bem,en,bem,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-bem, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-bem/README.md",opus-mt-en-bem NMT model.,False
opus-mt-en-ber,Helsinki-NLP/opus-mt-en-ber,en,ber,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ber, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ber/README.md",opus-mt-en-ber NMT model.,False
opus-mt-en-bg,Helsinki-NLP/opus-mt-en-bg,eng,bul bul_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-bg, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-bul/README.md","eng-bul, source group: English, target group: Bulgarian NMT model.",True
opus-mt-en-bi,Helsinki-NLP/opus-mt-en-bi,en,bi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-bi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-bi/README.md",opus-mt-en-bi NMT model.,False
opus-mt-en-bnt,Helsinki-NLP/opus-mt-en-bnt,eng,kin lin lug nya run sna swh toi_Latn tso umb xho zul,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-bnt, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-bnt/README.md","eng-bnt, source group: English, target group: Bantu languages NMT model.",True
opus-mt-en-bzs,Helsinki-NLP/opus-mt-en-bzs,en,bzs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-bzs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-bzs/README.md",opus-mt-en-bzs NMT model.,False
opus-mt-en-ca,Helsinki-NLP/opus-mt-en-ca,en,ca,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ca, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ca/README.md",opus-mt-en-ca NMT model.,False
opus-mt-en-ceb,Helsinki-NLP/opus-mt-en-ceb,en,ceb,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ceb, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ceb/README.md",opus-mt-en-ceb NMT model.,False
opus-mt-en-cel,Helsinki-NLP/opus-mt-en-cel,eng,bre cor cym gla gle glv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-cel, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-cel/README.md","eng-cel, source group: English, target group: Celtic languages NMT model.",True
opus-mt-en-chk,Helsinki-NLP/opus-mt-en-chk,en,chk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-chk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-chk/README.md",opus-mt-en-chk NMT model.,False
opus-mt-en-cpf,Helsinki-NLP/opus-mt-en-cpf,eng,gcf_Latn hat mfe,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-cpf, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-cpf/README.md","eng-cpf, source group: English, target group: Creoles and pidgins, French‑based NMT model.",True
opus-mt-en-cpp,Helsinki-NLP/opus-mt-en-cpp,eng,ind max_Latn min pap tmw_Latn zlm_Latn zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-cpp, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-cpp/README.md","eng-cpp, source group: English, target group: Creoles and pidgins, Portuguese-based NMT model.",True
opus-mt-en-crs,Helsinki-NLP/opus-mt-en-crs,en,crs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-crs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-crs/README.md",opus-mt-en-crs NMT model.,False
opus-mt-en-cs,Helsinki-NLP/opus-mt-en-cs,en,cs,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-cs, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-cs/README.md",opus-mt-en-cs NMT model.,False
opus-mt-en-cus,Helsinki-NLP/opus-mt-en-cus,eng,som,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-cus, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-cus/README.md","eng-cus, source group: English, target group: Cushitic languages NMT model.",False
opus-mt-en-cy,Helsinki-NLP/opus-mt-en-cy,en,cy,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-cy, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-cy/README.md",opus-mt-en-cy NMT model.,False
opus-mt-en-da,Helsinki-NLP/opus-mt-en-da,en,da,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-da, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-da/README.md",opus-mt-en-da NMT model.,False
opus-mt-en-de,Helsinki-NLP/opus-mt-en-de,English,German,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-de, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-de/README.md",This model can be used for translation and text-to-text generation.,False
opus-mt-en-dra,Helsinki-NLP/opus-mt-en-dra,eng,kan mal tam tel,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-dra, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-dra/README.md","eng-dra, source group: English, target group: Dravidian languages NMT model.",True
opus-mt-en-ee,Helsinki-NLP/opus-mt-en-ee,en,ee,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ee, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ee/README.md",opus-mt-en-ee NMT model.,False
opus-mt-en-efi,Helsinki-NLP/opus-mt-en-efi,en,efi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-efi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-efi/README.md",opus-mt-en-efi NMT model.,False
opus-mt-en-el,Helsinki-NLP/opus-mt-en-el,en,el,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-el, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-el/README.md",opus-mt-en-el NMT model.,False
opus-mt-en-eo,Helsinki-NLP/opus-mt-en-eo,en,eo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-eo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-eo/README.md",opus-mt-en-eo NMT model.,False
opus-mt-en-es,Helsinki-NLP/opus-mt-en-es,eng,spa,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-es, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-spa/README.md","eng-spa, source group: English, target group: Spanish NMT model.",False
opus-mt-en-et,Helsinki-NLP/opus-mt-en-et,en,et,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-et, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-et/README.md",opus-mt-en-et NMT model.,False
opus-mt-en-eu,Helsinki-NLP/opus-mt-en-eu,eng,eus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-eu, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-eus/README.md","eng-eus, source group: English, target group: Basque NMT model.",False
opus-mt-en-euq,Helsinki-NLP/opus-mt-en-euq,eng,eus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-euq, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-euq/README.md","eng-euq, source group: English, target group: Basque (family) NMT model.",False
opus-mt-en-fi,Helsinki-NLP/opus-mt-en-fi,en,fi,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-fi, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-fi/README.md",opus-mt-en-fi NMT model.,False
opus-mt-en-fiu,Helsinki-NLP/opus-mt-en-fiu,eng,est fin fkv_Latn hun izh kpv krl liv_Latn mdf mhr myv sma sme udm vro,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-fiu, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-fiu/README.md","eng-fiu, source group: English, target group: Finno-Ugrian languages NMT model.",True
opus-mt-en-fj,Helsinki-NLP/opus-mt-en-fj,en,fj,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-fj, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-fj/README.md",opus-mt-en-fj NMT model.,False
opus-mt-en-fr,Helsinki-NLP/opus-mt-en-fr,en,fr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-fr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-fr/README.md",opus-mt-en-fr NMT model.,False
opus-mt-en-ga,Helsinki-NLP/opus-mt-en-ga,eng,gle,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ga, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-gle/README.md","eng-gle, source group: English, target group: Irish NMT model.",False
opus-mt-en-gaa,Helsinki-NLP/opus-mt-en-gaa,en,gaa,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gaa, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-gaa/README.md",opus-mt-en-gaa NMT model.,False
opus-mt-en-gem,Helsinki-NLP/opus-mt-en-gem,eng,afr ang_Latn dan deu enm_Latn fao frr fry gos got_Goth gsw isl ksh ltz nds nld nno nob nob_Hebr non_Latn pdc sco stq swe swg yid,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gem, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-gem/README.md","eng-gem, source group: English, target group: Germanic languages NMT model.",True
opus-mt-en-gil,Helsinki-NLP/opus-mt-en-gil,en,gil,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gil, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-gil/README.md",opus-mt-en-gil NMT model.,False
opus-mt-en-gl,Helsinki-NLP/opus-mt-en-gl,en,gl,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gl, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-gl/README.md",opus-mt-en-gl NMT model.,False
opus-mt-en-gmq,Helsinki-NLP/opus-mt-en-gmq,eng,dan fao isl nno nob nob_Hebr non_Latn swe,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gmq, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-gmq/README.md","eng-gmq, source group: English, target group: North Germanic languages NMT model.",True
opus-mt-en-gmw,Helsinki-NLP/opus-mt-en-gmw,eng,afr ang_Latn deu enm_Latn frr fry gos gsw ksh ltz nds nld pdc sco stq swg yid,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gmw, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-gmw/README.md","eng-gmw, source group: English, target group: West Germanic languages NMT model.",True
opus-mt-en-grk,Helsinki-NLP/opus-mt-en-grk,eng,ell grc_Grek,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-grk, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-grk/README.md","eng-grk, source group: English, target group: Greek languages NMT model.",True
opus-mt-en-guw,Helsinki-NLP/opus-mt-en-guw,en,guw,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-guw, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-guw/README.md",opus-mt-en-guw NMT model.,False
opus-mt-en-gv,Helsinki-NLP/opus-mt-en-gv,en,gv,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-gv, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-gv/README.md",opus-mt-en-gv NMT model.,False
opus-mt-en-ha,Helsinki-NLP/opus-mt-en-ha,en,ha,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ha, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ha/README.md",opus-mt-en-ha NMT model.,False
opus-mt-en-he,Helsinki-NLP/opus-mt-en-he,en,he,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-he, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-he/README.md",opus-mt-en-he NMT model.,False
opus-mt-en-hi,Helsinki-NLP/opus-mt-en-hi,eng,hin,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-hi, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-hin/README.md","eng-hin, source group: English, target group: Hindi NMT model.",False
opus-mt-en-hil,Helsinki-NLP/opus-mt-en-hil,en,hil,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-hil, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-hil/README.md",opus-mt-en-hil NMT model.,False
opus-mt-en-ho,Helsinki-NLP/opus-mt-en-ho,en,ho,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ho, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ho/README.md",opus-mt-en-ho NMT model.,False
opus-mt-en-ht,Helsinki-NLP/opus-mt-en-ht,en,ht,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ht, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ht/README.md",opus-mt-en-ht NMT model.,False
opus-mt-en-hu,Helsinki-NLP/opus-mt-en-hu,en,hu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-hu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-hu/README.md",opus-mt-en-hu NMT model.,False
opus-mt-en-hy,Helsinki-NLP/opus-mt-en-hy,eng,hye,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-hy, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-hye/README.md","eng-hye, source group: English, target group: Armenian NMT model.",False
opus-mt-en-id,Helsinki-NLP/opus-mt-en-id,en,id,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-id, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-id/README.md",opus-mt-en-id NMT model.,False
opus-mt-en-ig,Helsinki-NLP/opus-mt-en-ig,en,ig,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ig, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ig/README.md",opus-mt-en-ig NMT model.,False
opus-mt-en-iir,Helsinki-NLP/opus-mt-en-iir,eng,asm awa ben bho gom guj hif_Latn hin jdt_Cyrl kur_Arab kur_Latn mai mar npi ori oss pan_Guru pes pes_Latn pes_Thaa pnb pus rom san_Deva sin snd_Arab tgk_Cyrl tly_Latn urd zza,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-iir, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-iir/README.md","eng-iir, source group: English, target group: Indo-Iranian languages NMT model.",True
opus-mt-en-ilo,Helsinki-NLP/opus-mt-en-ilo,en,ilo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ilo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ilo/README.md",opus-mt-en-ilo NMT model.,False
opus-mt-en-inc,Helsinki-NLP/opus-mt-en-inc,eng,asm awa ben bho gom guj hif_Latn hin mai mar npi ori pan_Guru pnb rom san_Deva sin snd_Arab urd,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-inc, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-inc/README.md","eng-inc, source group: English, target group: Indic languages NMT model.",True
opus-mt-en-ine,Helsinki-NLP/opus-mt-en-ine,eng,afr aln ang_Latn arg asm ast awa bel bel_Latn ben bho bos_Latn bre bul bul_Latn cat ces cor cos csb_Latn cym dan deu dsb egl ell enm_Latn ext fao fra frm_Latn frr fry gcf_Latn gla gle glg glv gom gos got_Goth grc_Grek gsw guj hat hif_Latn hin hrv hsb hye ind isl ita jdt_Cyrl ksh kur_Arab kur_Latn lad lad_Latn lat_Latn lav lij lit lld_Latn lmo ltg ltz mai mar max_Latn mfe min mkd mwl nds nld nno nob nob_Hebr non_Latn npi oci ori orv_Cyrl oss pan_Guru pap pdc pes pes_Latn pes_Thaa pms pnb pol por prg_Latn pus roh rom ron rue rus san_Deva scn sco sgs sin slv snd_Arab spa sqi srp_Cyrl srp_Latn stq swe swg tgk_Cyrl tly_Latn tmw_Latn ukr urd vec wln yid zlm_Latn zsm_Latn zza,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ine, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-ine/README.md","eng-ine, source group: English, target group: Indo-European languages NMT model.",True
opus-mt-en-is,Helsinki-NLP/opus-mt-en-is,en,is,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-is, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-is/README.md",opus-mt-en-is NMT model.,False
opus-mt-en-iso,Helsinki-NLP/opus-mt-en-iso,en,iso,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-iso, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-iso/README.md",opus-mt-en-iso NMT model.,False
opus-mt-en-it,Helsinki-NLP/opus-mt-en-it,en,it,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-it, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-it/README.md",opus-mt-en-it NMT model.,False
opus-mt-en-itc,Helsinki-NLP/opus-mt-en-itc,eng,arg ast cat cos egl ext fra frm_Latn gcf_Latn glg hat ind ita lad lad_Latn lat_Latn lij lld_Latn lmo max_Latn mfe min mwl oci pap pms por roh ron scn spa tmw_Latn vec wln zlm_Latn zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-itc, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-itc/README.md","eng-itc, source group: English, target group: Italic languages NMT model.",True
opus-mt-en-jap,Helsinki-NLP/opus-mt-en-jap,en,jap,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-jap, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-jap/README.md",opus-mt-en-jap NMT model.,False
opus-mt-en-kg,Helsinki-NLP/opus-mt-en-kg,en,kg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-kg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-kg/README.md",opus-mt-en-kg NMT model.,False
opus-mt-en-kj,Helsinki-NLP/opus-mt-en-kj,en,kj,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-kj, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-kj/README.md",opus-mt-en-kj NMT model.,False
opus-mt-en-kqn,Helsinki-NLP/opus-mt-en-kqn,en,kqn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-kqn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-kqn/README.md",opus-mt-en-kqn NMT model.,False
opus-mt-en-kwn,Helsinki-NLP/opus-mt-en-kwn,en,kwn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-kwn, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-kwn/README.md",opus-mt-en-kwn NMT model.,False
opus-mt-en-kwy,Helsinki-NLP/opus-mt-en-kwy,en,kwy,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-kwy, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-kwy/README.md",opus-mt-en-kwy NMT model.,False
opus-mt-en-lg,Helsinki-NLP/opus-mt-en-lg,en,lg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-lg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-lg/README.md",opus-mt-en-lg NMT model.,False
opus-mt-en-ln,Helsinki-NLP/opus-mt-en-ln,en,ln,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ln, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ln/README.md",opus-mt-en-ln NMT model.,False
opus-mt-en-loz,Helsinki-NLP/opus-mt-en-loz,en,loz,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-loz, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-loz/README.md",opus-mt-en-loz NMT model.,False
opus-mt-en-lu,Helsinki-NLP/opus-mt-en-lu,en,lu,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-lu, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-lu/README.md",opus-mt-en-lu NMT model.,False
opus-mt-en-lua,Helsinki-NLP/opus-mt-en-lua,en,lua,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-lua, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-lua/README.md",opus-mt-en-lua NMT model.,False
opus-mt-en-lue,Helsinki-NLP/opus-mt-en-lue,en,lue,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-lue, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-lue/README.md",opus-mt-en-lue NMT model.,False
opus-mt-en-lun,Helsinki-NLP/opus-mt-en-lun,en,lun,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-lun, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-lun/README.md",opus-mt-en-lun NMT model.,False
opus-mt-en-luo,Helsinki-NLP/opus-mt-en-luo,en,luo,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-luo, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-luo/README.md",opus-mt-en-luo NMT model.,False
opus-mt-en-lus,Helsinki-NLP/opus-mt-en-lus,en,lus,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-lus, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-lus/README.md",opus-mt-en-lus NMT model.,False
opus-mt-en-map,Helsinki-NLP/opus-mt-en-map,eng,akl_Latn ceb cha dtp fij gil haw hil iba ilo ind jav jav_Java lkt mad mah max_Latn min mlg mri nau niu pag pau rap smo sun tah tet tmw_Latn ton tvl war zlm_Latn zsm_Latn,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-map, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-map/README.md","eng-map, source group: English, target group: Austronesian languages NMT model.",True
opus-mt-en-mfe,Helsinki-NLP/opus-mt-en-mfe,en,mfe,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mfe, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mfe/README.md",opus-mt-en-mfe NMT model.,False
opus-mt-en-mg,Helsinki-NLP/opus-mt-en-mg,en,mg,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mg, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mg/README.md",opus-mt-en-mg NMT model.,False
opus-mt-en-mh,Helsinki-NLP/opus-mt-en-mh,en,mh,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mh, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mh/README.md",opus-mt-en-mh NMT model.,False
opus-mt-en-mk,Helsinki-NLP/opus-mt-en-mk,en,mk,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mk, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mk/README.md",opus-mt-en-mk NMT model.,False
opus-mt-en-mkh,Helsinki-NLP/opus-mt-en-mkh,eng,kha khm khm_Latn mnw vie vie_Hani,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mkh, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-mkh/README.md","eng-mkh, source group: English, target group: Mon-Khmer languages NMT model.",True
opus-mt-en-ml,Helsinki-NLP/opus-mt-en-ml,en,ml,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ml, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ml/README.md",opus-mt-en-ml NMT model.,False
opus-mt-en-mos,Helsinki-NLP/opus-mt-en-mos,en,mos,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mos, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mos/README.md",opus-mt-en-mos NMT model.,False
opus-mt-en-mr,Helsinki-NLP/opus-mt-en-mr,en,mr,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mr, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mr/README.md",opus-mt-en-mr NMT model.,False
opus-mt-en-mt,Helsinki-NLP/opus-mt-en-mt,en,mt,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mt, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-mt/README.md",opus-mt-en-mt NMT model.,False
opus-mt-en-mul,Helsinki-NLP/opus-mt-en-mul,eng,abk acm ady afb afh_Latn afr akl_Latn aln amh ang_Latn apc ara arg arq ary arz asm ast avk_Latn awa aze_Latn bak bam_Latn bel bel_Latn ben bho bod bos_Latn bre brx brx_Latn bul bul_Latn cat ceb ces cha che chr chv cjy_Hans cjy_Hant cmn cmn_Hans cmn_Hant cor cos crh crh_Latn csb_Latn cym dan deu dsb dtp dws_Latn egl ell enm_Latn epo est eus ewe ext fao fij fin fkv_Latn fra frm_Latn frr fry fuc fuv gan gcf_Latn gil gla gle glg glv gom gos got_Goth grc_Grek grn gsw guj hat hau_Latn haw heb hif_Latn hil hin hnj_Latn hoc hoc_Latn hrv hsb hun hye iba ibo ido ido_Latn ike_Latn ile_Latn ilo ina_Latn ind isl ita izh jav jav_Java jbo jbo_Cyrl jbo_Latn jdt_Cyrl jpn kab kal kan kat kaz_Cyrl kaz_Latn kek_Latn kha khm khm_Latn kin kir_Cyrl kjh kpv krl ksh kum kur_Arab kur_Latn lad lad_Latn lao lat_Latn lav ldn_Latn lfn_Cyrl lfn_Latn lij lin lit liv_Latn lkt lld_Latn lmo ltg ltz lug lzh lzh_Hans mad mah mai mal mar max_Latn mdf mfe mhr mic min mkd mlg mlt mnw moh mon mri mwl mww mya myv nan nau nav nds niu nld nno nob nob_Hebr nog non_Latn nov_Latn npi nya oci ori orv_Cyrl oss ota_Arab ota_Latn pag pan_Guru pap pau pdc pes pes_Latn pes_Thaa pms pnb pol por ppl_Latn prg_Latn pus quc qya qya_Latn rap rif_Latn roh rom ron rue run rus sag sah san_Deva scn sco sgs shs_Latn shy_Latn sin sjn_Latn slv sma sme smo sna snd_Arab som spa sqi srp_Cyrl srp_Latn stq sun swe swg swh tah tam tat tat_Arab tat_Latn tel tet tgk_Cyrl tha tir tlh_Latn tly_Latn tmw_Latn toi_Latn ton tpw_Latn tso tuk tuk_Latn tur tvl tyv tzl tzl_Latn udm uig_Arab uig_Cyrl ukr umb urd uzb_Cyrl uzb_Latn vec vie vie_Hani vol_Latn vro war wln wol wuu xal xho yid yor yue yue_Hans yue_Hant zho zho_Hans zho_Hant zlm_Latn zsm_Latn zul zza,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-mul, https://github.com/Helsinki-NLP/Tatoeba-Challenge/tree/master/models/eng-mul/README.md","eng-mul, source group: English, target group: Multiple languages NMT model.",True
opus-mt-en-ng,Helsinki-NLP/opus-mt-en-ng,en,ng,,,"https://huggingface.co/Helsinki-NLP/opus-mt-en-ng, https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/en-ng/README.md",opus-mt-en-ng NMT model.,False
